,OTU,environmental_category,dsrab_type,supercluster,level1_taxon,level2_taxon,level3_taxon
5111,uncultured_sulfate-reducing__JX105928,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5112,uncultured_sulfate-reducing__JX105929,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5113,uncultured_sulfate-reducing__JX105930,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5114,uncultured_sulfate-reducing__JX105931,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5115,uncultured_sulfate-reducing__JX105932,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5116,uncultured_sulfate-reducing__JX105933,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5117,uncultured_sulfate-reducing__JX105934,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5118,uncultured_sulfate-reducing__JX105935,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5119,uncultured_sulfate-reducing__JX105936,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5120,uncultured_sulfate-reducing__JX105937,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5121,uncultured_sulfate-reducing__JX105938,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5122,uncultured_sulfate-reducing__JX105939,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5123,uncultured_sulfate-reducing__JX105940,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5124,uncultured_sulfate-reducing__JX105941,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5125,uncultured_sulfate-reducing__JX105943,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5126,uncultured_sulfate-reducing__JX105944,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5127,uncultured_sulfate-reducing__JX105945,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5128,uncultured_sulfate-reducing__JX105946,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5129,uncultured_sulfate-reducing__JX105947,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5130,uncultured_sulfate-reducing__JX105948,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5131,uncultured_sulfate-reducing__JX105949,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5132,uncultured_sulfate-reducing__JX105950,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5133,uncultured_sulfate-reducing__JX105951,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5134,uncultured_sulfate-reducing__JX105952,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5135,uncultured_sulfate-reducing__JX105953,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5136,uncultured_sulfate-reducing__JX105954,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5137,uncultured_sulfate-reducing__JX105955,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5138,uncultured_sulfate-reducing__JX105956,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5139,uncultured_sulfate-reducing__JX105958,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5140,uncultured_sulfate-reducing__JX105959,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5141,uncultured_sulfate-reducing__JX105960,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5142,uncultured_sulfate-reducing__JX105961,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5143,uncultured_sulfate-reducing__JX105962,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5144,uncultured_sulfate-reducing__JX105963,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5145,uncultured_sulfate-reducing__JX105964,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5146,uncultured_sulfate-reducing__JX105965,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5147,uncultured_sulfate-reducing__JX105967,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5148,uncultured_sulfate-reducing__JX105968,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5149,uncultured_sulfate-reducing__JX105969,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5150,uncultured_sulfate-reducing__JX105970,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5151,uncultured_sulfate-reducing__JX105971,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5152,uncultured_sulfate-reducing__JX105972,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5153,uncultured_sulfate-reducing__JX105973,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5154,uncultured_sulfate-reducing__JX105974,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5155,uncultured_sulfate-reducing__JX105975,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5156,uncultured_sulfate-reducing__JX105976,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5157,uncultured_sulfate-reducing__JX105977,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5158,uncultured_sulfate-reducing__JX105978,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5159,uncultured_sulfate-reducing__JX105979,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5160,uncultured_sulfate-reducing__JX105980,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5161,uncultured_sulfate-reducing__JX105981,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5162,uncultured_sulfate-reducing__JX105982,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5163,uncultured_sulfate-reducing__JX105983,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5164,uncultured_sulfate-reducing__JX105984,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5165,uncultured_sulfate-reducing__JX105985,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5166,uncultured_sulfate-reducing__JX105986,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5167,uncultured_sulfate-reducing__JX105987,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5168,uncultured_sulfate-reducing__JX105988,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5169,uncultured_sulfate-reducing__JX105989,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5170,uncultured_sulfate-reducing__JX105990,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5171,uncultured_sulfate-reducing__JX105991,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5172,uncultured_sulfate-reducing__JX105992,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5173,uncultured_sulfate-reducing__JX105993,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5174,uncultured_sulfate-reducing__JX105994,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5175,uncultured_sulfate-reducing__JX105995,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5176,uncultured_sulfate-reducing__JX105996,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5177,uncultured_sulfate-reducing__JX105997,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5178,uncultured_sulfate-reducing__JX105998,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5179,uncultured_sulfate-reducing__JX105999,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5180,uncultured_sulfate-reducing__JX106002,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5181,uncultured_sulfate-reducing__JX106003,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5182,uncultured_sulfate-reducing__JX106004,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5183,uncultured_sulfate-reducing__JX106005,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5184,uncultured_sulfate-reducing__JX106006,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5185,uncultured_sulfate-reducing__JX106007,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobacteraceae
5186,uncultured_sulfate-reducing__JX106011,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5187,sulfate-reducing_bacterium__JQ080261,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5188,sulfate-reducing_bacterium__JQ080264,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5189,sulfate-reducing_bacterium__JQ080265,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5190,sulfate-reducing_bacterium__JQ080266,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5191,sulfate-reducing_bacterium__JQ080268,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5192,uncultured_bacterium__JQ429739,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Syntrophobacteraceae
5193,uncultured_bacterium__JQ429740,Industrial,Reductive bacterial type DsrAB, Archaeoglobus cluster, Euryarchaeota, Archaeoglobi, Archaeoglobus
5194,uncultured_bacterium__JQ429741,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5195,uncultured_bacterium__JQ520151,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5196,uncultured_bacterium__JQ520152,Industrial,Reductive bacterial type DsrAB, Nitrospirae supercluster, Nitrospirae, Nitrospira, Thermodesulfovibrio
5197,uncultured_bacterium__JQ520154,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5198,uncultured_bacterium__JQ520155,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5199,uncultured_bacterium__JQ520156,Industrial,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5200,Deep_sea_sediment_clone__JN798923,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfatiglans anilini lineage
5201,Deep_sea_sediment_clone__JN798927,Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Unclassified, Unclassified, Uncultured family-level lineage 3
5202,uncultured_prokaryote__JQ304758,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5203,uncultured_prokaryote__JQ304759,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5204,uncultured_prokaryote__JQ304761,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5205,Marine_sediment_clone__JQ304762,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfobulbaceae
5206,uncultured_prokaryote__JQ304766,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5207,uncultured_prokaryote__JQ304767,Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
5208,uncultured_prokaryote__JQ304768,Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
5209,uncultured_prokaryote__JQ304771,Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
5210,Marine_sediment_clone__JQ304773,Marine,Reductive bacterial type DsrAB, Environmental supercluster 1, Unclassified, Unclassified, Uncultured family-level lineage 12
5211,uncultured_prokaryote__JQ304778,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5212,uncultured_prokaryote__JQ304784,Marine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Fimricutes, Clostridia, LA-dsrAB Firmicutes
5213,uncultured_prokaryote__JQ304785,Marine,Reductive bacterial type DsrAB, FACA group sensu lato, Firmicutes, Clostridia, Desulfotomaculum
5214,Desulfonatronovibrio_thiodismutans__JQ519395,Alkaliphilic/Halophilic,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfohalobiaceae
5215,Archaeoglobus_veneficus__AB274311,Marine,Reductive bacterial type DsrAB, Archaeoglobus cluster, Euryarchaeota, Archaeoglobi, Archaeoglobus
5216,Desulfovibrio_sp.__AB373123,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5217,Desulfomicrobium_sp.__AB373124,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5218,Desulfovibrio_portus__AB373125,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfovibrionaceae
5219,Desulfomicrobium_sp.__AB373126,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5220,Desulfomicrobium_sp.__AB373127,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5221,Desulfomicrobium_sp.__AB373128,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5222,Desulfomicrobium_sp.__AB373129,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5223,Desulfomicrobium_sp.__AB373130,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5224,Desulfomicrobium_sp.__AB373131,Estuarine,Reductive bacterial type DsrAB, Deltaproteobacteria supercluster, Proteobacteria, Deltaproteobacteria, Desulfomicrobiaceae
5225,uncultured_bacterium__AB544492,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5226,uncultured_bacterium__AB544493,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5227,uncultured_bacterium__AB544494,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5228,uncultured_bacterium__AB544495,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5229,uncultured_bacterium__AB544496,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5230,uncultured_bacterium__AB544497,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5231,uncultured_bacterium__AB544498,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5232,uncultured_bacterium__AB544499,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5233,uncultured_bacterium__AB544500,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5234,uncultured_bacterium__AB544501,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5235,uncultured_bacterium__AB544502,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5236,uncultured_bacterium__AB544503,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5237,uncultured_bacterium__AB544504,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5238,uncultured_bacterium__AB544505,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5239,uncultured_bacterium__AB544506,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5240,uncultured_bacterium__AB544507,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5241,uncultured_bacterium__AB544508,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5242,uncultured_bacterium__AB544509,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5243,uncultured_bacterium__AB544510,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5244,uncultured_bacterium__AB544511,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5245,uncultured_bacterium__AB544512,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5246,uncultured_bacterium__AB544513,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5247,uncultured_bacterium__AB544514,Freshwater,Oxidative bacterial type DsrAB,, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria
5248,uncultured_bacterium__AB544515,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5249,uncultured_bacterium__AB544516,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5250,uncultured_bacterium__AB544517,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5251,uncultured_bacterium__AB544518,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5252,uncultured_bacterium__AB544519,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5253,uncultured_bacterium__AB544520,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5254,uncultured_bacterium__AB544521,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5255,uncultured_bacterium__AB544522,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5256,uncultured_bacterium__AB544523,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5257,uncultured_bacterium__AB544524,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5258,uncultured_bacterium__AB544525,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5259,uncultured_bacterium__AB544526,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5260,uncultured_bacterium__AB544527,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5261,uncultured_bacterium__AB544528,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5262,uncultured_bacterium__AB544529,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5263,uncultured_bacterium__AB544530,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5264,uncultured_bacterium__AB544531,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5265,uncultured_bacterium__AB544532,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5266,uncultured_bacterium__AB544533,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5267,uncultured_bacterium__AB544534,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5268,uncultured_bacterium__AB544535,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5269,uncultured_bacterium__AB544536,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5270,uncultured_bacterium__AB544537,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5271,uncultured_bacterium__AB544538,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5272,uncultured_bacterium__AB544539,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5273,uncultured_bacterium__AB544540,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5274,uncultured_bacterium__AB544541,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5275,uncultured_bacterium__AB544542,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5276,uncultured_bacterium__AB544543,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5277,uncultured_bacterium__AB544544,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5278,uncultured_bacterium__AB544545,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5279,uncultured_bacterium__AB544546,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5280,uncultured_bacterium__AB544547,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5281,uncultured_bacterium__AB544548,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5282,uncultured_bacterium__AB544549,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5283,uncultured_bacterium__AB544550,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5284,uncultured_bacterium__AB544551,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5285,uncultured_bacterium__AB544552,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5286,uncultured_bacterium__AB544553,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
5287,uncultured_bacterium__AB544554,Freshwater,Oxidative bacterial type DsrAB,, Chlorobi, Chlorobia, Chlorobiaceae
