,hit_id,sample_id,subject_id,leaf_id,ref_id
5078,CAJKKM01.80.1_11/4-307,SAMEA7846947,,S1173,Gordonibacter_pamelaeae_7-10-1-b__FP929047
5079,UYEV01.23339.1_1/19-354,SAMEA2147991,,S1558,Desulfovibrio_piger__DslPige3
5080,UYEV01.26087.1_1/20-315,SAMEA2147991,,S301,Desulfovibrio_piger__DslPige3
5081,OYNQ01.98.1_2/12-336,SAMN06165644,50492523,S1201,Desulfitibacter_alkalitolerans__DfiAlka2
5082,OYNQ01.98.1_1/5-372,SAMN06165644,50492523,S1671,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5083,OYNQ01.1190.1_1/12-318,SAMN06165644,50492523,S372,Desulfitibacter_alkalitolerans__DfiAlka2
5084,UYDH01.27644.1_1/3-291,SAMEA2146107,,S1159,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5085,UYDH01.14813.1_4/4-419,SAMEA2146107,,S339,Desulfovibrio_piger__DslPige3
5086,UYDH01.27644.1_2/12-276,SAMEA2146107,,S1567,Desulfitibacter_alkalitolerans__DfiAlka2
5087,UYDH01.62797.1_2/4-208,SAMEA2146107,,S1135,uncultured_bacterium__EF645667
5088,UESC01.374.1_28/21-362,SAMN06115465,,S96,Bilophila_wadsworthia__BilWads6
5089,UESC01.374.1_29/63-344,SAMN06115465,,,
5090,UEPK01.12329.1_1/20-362,SAMN06115460,,S293,Bilophila_wadsworthia__BilWads6
5091,UEPK01.17125.1_1/63-299,SAMN06115460,,S703,Desulfovibrio_piger__DslPige3
5092,UPHG01.10774.1_2/20-361,SAMEA2737652,D51_M_16,S1031,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
5093,UPHG01.10774.1_1/9-400,SAMEA2737652,D51_M_16,,
5094,OQUI01.78527.1_1/4-172,SAMN06018979,,S1162,Gordonibacter_pamelaeae__GrdPame5
5095,OURH01.14390.1_3/24-367,SAMN04329764,,S1542,Desulfovibrio_piger__DslPige3
5096,OURH01.60729.1_1/4-240,SAMN04329764,,,
5097,OYTM01.405.1_1/21-362,SAMN06165661,60238506,S97,Bilophila_sp._4_1_30__BilSpec3
5098,OYTM01.430.1_2/18-361,SAMN06165661,60238506,S858,uncultured_bacterium__EF645667
5099,OYTM01.405.1_2/55-389,SAMN06165661,60238506,S222,Bilophila_sp._4_1_30__BilSpec3
5100,OYTM01.430.1_3/6-400,SAMN06165661,60238506,S669,uncultured_bacterium__EF645667
5101,UEOX01.4474.1_2/20-359,SAMN06115462,,S1708,Bilophila_wadsworthia__BilWads6
5102,UEOX01.4474.1_1/8-289,SAMN06115462,,S1553,Desulfovibrio_vulgaris__DQ826729
5103,UEOX01.23406.1_1/14-247,SAMN06115462,,S1164,Bilophila_sp._4_1_30__BilSpec3
5104,UEQY01.31814.1_1/9-320,SAMN06115403,,S1165,Bilophila_sp._4_1_30__BilSpec3
5105,UEQY01.41753.1_1/1-290,SAMN06115403,,,
5106,UEOL01.5489.1_2/20-361,SAMN06115417,,S295,Desulfovibrio_piger__DslPige3
5107,UEOL01.1117.1_19/10-349,SAMN06115417,,S96,Bilophila_wadsworthia__BilWads6
5108,UEOL01.5489.1_1/63-419,SAMN06115417,,S215,Desulfovibrio_piger__DslPige3
5109,CAJLJP01.26.1_15/20-360,SAMEA7847097,,S1709,uncultured_bacterium__EF645667
5110,CAJLJP01.26.1_16/62-411,SAMEA7847097,,S989,uncultured_bacterium__EF645667
5111,UEQE01.2285.1_7/21-362,SAMN06115423,,S946,Bilophila_wadsworthia__BilWads6
5112,UEQE01.2285.1_6/62-342,SAMN06115423,,S212,Bilophila_wadsworthia__BilWads6
5113,UXSH01.15753.1_2/4-419,SAMEA2149241,,S529,Desulfovibrio_piger__DslPige3
5114,UXTB01.1321.1_2/10-351,SAMEA1969417,,S853,Bilophila_wadsworthia__BilWads6
5115,UXTB01.7133.1_2/7-421,SAMEA1969417,,S530,Desulfovibrio_piger__DslPige3
5116,UXTB01.1321.1_1/44-401,SAMEA1969417,,S908,Desulfovibrio_vulgaris__DQ826729
5117,UXTB01.8917.1_1/8-221,SAMEA1969417,,,
5118,CAJKHI01.192.1_1/20-363,SAMEA7846924,,S1050,Desulfovibrio_vulgaris__DQ826729
5119,CAJKHI01.192.1_2/4-342,SAMEA7846924,,S1098,Desulfovibrio_vulgaris__DQ826729
5120,OQUM01.41199.1_2/1-129,SAMN06018975,,S1710,Gordonibacter_pamelaeae_7-10-1-b__FP929047
5121,OYPZ01.303.1_2/18-361,SAMN06165676,70312587,S877,uncultured_bacterium__EF645667
5122,OYPZ01.303.1_1/6-400,SAMN06165676,70312587,S667,uncultured_bacterium__EF645667
5123,OYPZ01.8429.1_1/20-193,SAMN06165676,70312587,,
5124,OOUY01.28043.1_1/8-225,SAMEA2042285,,,
5125,UZNP01.39034.1_1/2-194,SAMN00715149,,,
5126,UPPU01.16610.1_1/193-462,SAMEA2737789,,S1711,Moorella_thermoacetica_Y72_copy_2__MooTher5
5127,UERX01.14147.1_1/63-395,SAMN06115487,,S216,Bilophila_sp._4_1_30__BilSpec3
5128,UERX01.8101.1_1/3-266,SAMN06115487,,,
5129,OPSK01.10826.1_2/6-418,SAMEA2042111,,,
5130,UEPH01.366.1_36/21-362,SAMN06115411,,S96,Bilophila_wadsworthia__BilWads6
5131,UEPH01.366.1_37/63-344,SAMN06115411,,,
5132,UEPH01.20113.1_1/5-201,SAMN06115411,,,
5133,UMHS01.2342.1_1/20-322,SAMEA4836106,,S1712,Bilophila_wadsworthia__BilWads6
5134,UMHS01.11381.1_1/4-203,SAMEA4836106,,,
5135,OXWP01.21529.1_1/10-165,SAMN06164612,14040721,,
5136,OXWP01.21679.1_1/5-140,SAMN06164612,14040721,S1713,Desulfovibrio_piger__DslPige3
5137,OWQF01.22427.1_1/10-243,SAMEA4378229,,,
5138,OZJC01.12784.1_1/3-315,SAMN06165209,70510290,S1067,uncultured_bacterium__EF645667
5139,OQPN01.34940.1_2/11-344,SAMN02712088,A,,
5140,UZPR01.13022.1_2/18-310,SAMN00791992,,S872,uncultured_bacterium__EF645667
5141,UYDL01.1750.1_12/21-362,SAMEA2149636,,S97,Bilophila_sp._4_1_30__BilSpec3
5142,UYDL01.1750.1_11/63-344,SAMEA2149636,,,
5143,USYL01.43087.1_1/8-231,SAMN06111981,,S294,Desulfovibrio_piger__DslPige3
5144,ORKU01.1801.1_3/12-336,SAMN04329865,,S1201,Desulfitibacter_alkalitolerans__DfiAlka2
5145,ORKU01.10446.1_2/12-336,SAMN04329865,,S1198,Desulfitibacter_alkalitolerans__DfiAlka2
5146,ORKU01.8757.1_1/4-369,SAMN04329865,,S768,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5147,ORKU01.1801.1_2/4-370,SAMN04329865,,S1671,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5148,ORKU01.3703.1_2/5-401,SAMN04329865,,S369,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5149,ORKU01.3703.1_1/12-220,SAMN04329865,,,
5150,ORKU01.10377.1_4/6-128,SAMN04329865,,S371,Desulfitibacter_alkalitolerans__DfiAlka2
5151,UXQP01.20029.1_2/18-362,SAMEA2142349,,S883,uncultured_bacterium__EF645667
5152,UXQP01.2520.1_2/5-342,SAMEA2142349,,S927,Bilophila_wadsworthia__BilWads6
5153,UXQP01.20029.1_1/1-233,SAMEA2142349,,,
5154,UXQP01.2520.1_1/21-218,SAMEA2142349,,,
5155,JAHAFV01.1.1_7/21-362,SAMN17801474,,S946,Bilophila_wadsworthia__BilWads6
5156,JAHAFV01.1.1_6/62-342,SAMN17801474,,S212,Bilophila_wadsworthia__BilWads6
5157,UZTH01.836.1_7/10-349,SAMN00792078,,S96,Bilophila_wadsworthia__BilWads6
5158,UZTH01.836.1_8/63-344,SAMN00792078,,,
5159,UXRX01.12347.1_2/20-361,SAMEA2159338,,S735,Desulfovibrio_piger__DslPige3
5160,UXRX01.12347.1_3/4-418,SAMEA2159338,,S531,Desulfovibrio_piger__DslPige3
5161,OYON01.1023.1_2/5-403,SAMN06165433,13241014,S369,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5162,OYON01.398.1_2/9-348,SAMN06165433,13241014,S1031,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
5163,OYON01.398.1_3/2-268,SAMN06165433,13241014,,
5164,OYON01.2712.1_1/62-293,SAMN06165433,13241014,S217,Bilophila_wadsworthia__BilWads6
5165,CABPWG01.78.1_4/12-336,SAMEA5849787,ERP005989|mother_1,S1198,Desulfitibacter_alkalitolerans__DfiAlka2
5166,CABPWG01.78.1_3/4-370,SAMEA5849787,ERP005989|mother_1,S769,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5167,UERN01.509.1_13/21-362,SAMN06115515,,S96,Bilophila_wadsworthia__BilWads6
5168,UERN01.509.1_12/63-344,SAMN06115515,,,
5169,UERN01.69780.1_1/6-253,SAMN06115515,,,
5170,ULQO01.23796.1_1/3-181,SAMEA4835658,,S1198,Desulfitibacter_alkalitolerans__DfiAlka2
5171,OYOS01.4695.1_1/2-190,SAMN06165643,50492523,S1516,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5172,OYQM01.78.1_2/20-361,SAMN06165524,18912764,S295,Desulfovibrio_piger__DslPige3
5173,OYQM01.78.1_3/4-420,SAMN06165524,18912764,S704,Desulfovibrio_piger__DslPige3
5174,UEQA01.120.1_13/21-362,SAMN06115468,,S96,Bilophila_wadsworthia__BilWads6
5175,UEQA01.120.1_12/63-344,SAMN06115468,,,
5176,USWR01.803.1_15/21-362,SAMN06112050,,S96,Bilophila_wadsworthia__BilWads6
5177,USWR01.803.1_16/63-344,SAMN06112050,,,
5178,ULNP01.55851.1_1/4-316,SAMEA4835579,,S996,uncultured_bacterium__EF645667
5179,ULNP01.43535.1_1/7-295,SAMEA4835579,,S295,Desulfovibrio_piger__DslPige3
5180,ULNP01.66783.1_1/2-212,SAMEA4835579,,,
5181,ULNP01.26053.1_1/4-240,SAMEA4835579,,S801,Desulfovibrio_piger__DslPige3
5182,OZAN01.13538.1_1/2-234,SAMN06164915,19831054,S434,Bilophila_wadsworthia__BilWads6
5183,OUQW01.5128.1_3/6-419,SAMN04978193,,S1153,Desulfovibrio_piger__DslPige3
5184,UPDD01.21.1_114/18-361,SAMEA2737694,,S877,uncultured_bacterium__EF645667
5185,UPDD01.21.1_115/17-319,SAMEA2737694,,,
5186,UPDD01.70601.1_1/18-231,SAMEA2737694,,S1211,Desulfovibrio_piger__DslPige4
5187,USUY01.29741.1_1/1-324,SAMN06111999,,S479,Bilophila_wadsworthia__BilWads6
5188,USUY01.35824.1_1/28-321,SAMN06111999,,,
5189,OYHV01.93.1_4/12-336,SAMN06165710,71936712,S1198,Desulfitibacter_alkalitolerans__DfiAlka2
5190,OYHV01.93.1_5/5-372,SAMN06165710,71936712,S768,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5191,OQGT01.817.1_5/20-362,SAMD00036196,,S956,Desulfovibrio_piger__DslPige4
5192,OQGT01.817.1_6/4-418,SAMD00036196,,S1043,Desulfovibrio_piger__DslPige3
5193,OWSG01.17264.1_1/20-271,SAMEA4378299,,S1714,Desulfovibrio_desulfuricans_subsp._desulfuricans_str._ATCC_27774__CP001358
5194,UPFB01.19.1_39/18-361,SAMEA2737668,D210_G,S877,uncultured_bacterium__EF645667
5195,UPFB01.19.1_38/5-398,SAMEA2737668,D210_G,S645,uncultured_bacterium__EF645667
5196,UPFB01.33303.1_1/14-311,SAMEA2737668,D210_G,S408,Bilophila_sp._4_1_30__BilSpec3
5197,UPFB01.64416.1_1/1-203,SAMEA2737668,D210_G,,
5198,UZHR01.1851.1_2/21-362,SAMN00791917,,S96,Bilophila_wadsworthia__BilWads6
5199,UZHR01.1851.1_3/63-344,SAMN00791917,,,
5200,ORSG01.7698.1_3/10-349,SAMEA2338666,,S108,Bilophila_wadsworthia__BilWads6
5201,ULRC01.46528.1_2/20-361,SAMEA4835672,,S295,Desulfovibrio_piger__DslPige3
5202,OYNV01.573.1_2/20-361,SAMN06165493,17437941,S276,Desulfovibrio_piger__DslPige3
5203,OYNV01.1534.1_2/63-344,SAMN06165493,17437941,,
5204,OYNV01.573.1_3/4-420,SAMN06165493,17437941,S402,Desulfovibrio_piger__DslPige3
5205,ORCM01.32218.1_1/1-303,SAMN06115497,,,
5206,ORCM01.54700.1_1/12-174,SAMN06115497,,,
5207,OQPR01.52195.1_1/2-329,SAMN02712088,A,S96,Bilophila_wadsworthia__BilWads6
5208,OQPR01.35494.1_1/63-344,SAMN02712088,A,S361,Bilophila_sp._4_1_30__BilSpec3
5209,ORBS01.3685.1_8/20-361,SAMN04158617,,S1596,Desulfovibrio_sp._Dsv1__DsvSp233
5210,ORBS01.3685.1_9/9-395,SAMN04158617,,S1589,Desulfovibrio_sp._Dsv1__DsvSp233
5211,ORBS01.59753.1_1/2-159,SAMN04158617,,,
5212,UEOU01.16119.1_2/7-191,SAMN06115438,,S760,Bilophila_wadsworthia__BilWads6
5213,UYEJ01.10009.1_3/20-361,SAMEA2161372,,S736,Desulfovibrio_piger__DslPige3
5214,UYEJ01.21475.1_2/6-418,SAMEA2161372,,S1131,Desulfovibrio_piger__DslPige3
5215,ULWE01.4179.1_1/20-176,SAMEA4835804,,S1220,Desulfovibrio_piger__DslPige3
5216,UPEY01.57751.1_1/7-281,SAMEA2737728,,S1115,Bilophila_wadsworthia__BilWads6
5217,UPEY01.18609.1_1/20-157,SAMEA2737728,,S883,uncultured_bacterium__EF645667
5218,ULQB01.53682.1_1/3-249,SAMEA4835644,,,
5219,OWEH01.1685.1_9/18-361,SAMEA3708567,,S877,uncultured_bacterium__EF645667
5220,OWEH01.4606.1_2/63-344,SAMEA3708567,,,
5221,OWEH01.1685.1_8/5-398,SAMEA3708567,,S667,uncultured_bacterium__EF645667
5222,OWEH01.4606.1_1/21-303,SAMEA3708567,,S97,Bilophila_sp._4_1_30__BilSpec3
5223,ORNQ01.18250.1_2/6-419,SAMEA2338697,,S559,Desulfovibrio_piger__DslPige3
5224,ORNQ01.27362.1_1/10-223,SAMEA2338697,,S308,Desulfovibrio_piger__DslPige3
5225,OYIO01.109.1_2/6-400,SAMN06165677,70312587,S667,uncultured_bacterium__EF645667
5226,OYIO01.109.1_1/18-215,SAMN06165677,70312587,,
5227,OYTN01.292.1_2/63-344,SAMN06165649,50682950,,
5228,OYTN01.1966.1_1/18-153,SAMN06165649,50682950,,
5229,OYTN01.292.1_1/20-194,SAMN06165649,50682950,,
5230,ORMK01.37262.1_1/20-273,SAMEA2338741,,S1207,Desulfovibrio_piger__DslPige3
5231,CABRBH01.63.1_17/12-336,SAMEA5850605,ERP006678|D113,S1141,Desulfitibacter_alkalitolerans__DfiAlka2
5232,CABRBH01.63.1_16/4-370,SAMEA5850605,ERP006678|D113,S986,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5233,UEOS01.4920.1_3/21-361,SAMN06115446,,S978,uncultured_bacterium__EF645667
5234,UEOS01.4920.1_4/4-422,SAMN06115446,,S1715,uncultured_bacterium__EF645667
5235,CABUEC01.73.1_8/20-359,SAMEA5853431,,S1404,Bilophila_wadsworthia__BilWads6
5236,ORSJ01.457.1_9/20-360,SAMEA2338623,,S1690,uncultured_bacterium__EF645667
5237,ORSJ01.9188.1_2/21-362,SAMEA2338623,,S96,Bilophila_wadsworthia__BilWads6
5238,ORSJ01.457.1_10/62-411,SAMEA2338623,,S989,uncultured_bacterium__EF645667
5239,OYQR01.2476.1_1/15-271,SAMN06165569,20037920,,
5240,OYQR01.5824.1_1/1-135,SAMN06165569,20037920,,
5241,OYWS01.2939.1_3/5-398,SAMN06165021,40048760,S667,uncultured_bacterium__EF645667
5242,OYWS01.2939.1_4/18-291,SAMN06165021,40048760,S884,uncultured_bacterium__EF645667
5243,OYSL01.850.1_2/21-362,SAMN06165640,50466110,S96,Bilophila_wadsworthia__BilWads6
5244,OYSL01.850.1_1/63-344,SAMN06165640,50466110,,
5245,OYSL01.2522.1_2/1-221,SAMN06165640,50466110,S348,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5246,OYSL01.5394.1_4/2-183,SAMN06165640,50466110,,
5247,UZIV01.12543.1_1/2-175,SAMN00791923,,,
5248,ULSN01.44472.1_8/5-398,SAMEA4835709,,S663,uncultured_bacterium__EF645667
5249,ULSN01.45665.1_2/13-257,SAMEA4835709,,,
5250,ULSN01.45665.1_1/21-216,SAMEA4835709,,,
5251,ULSN01.31498.1_3/6-124,SAMEA4835709,,,
5252,USVP01.20799.1_3/138-503,SAMN06112057,,S977,uncultured_bacterium__EF645667
5253,USVP01.53639.1_1/26-234,SAMN06112057,,,
5254,UZVG01.16915.1_1/1-263,SAMN00792053,,,
5255,JAGZKP01.16.1_12/20-363,SAMN17800922,,S1050,Desulfovibrio_vulgaris__DQ826729
5256,JAGZKP01.16.1_13/4-342,SAMN17800922,,S1098,Desulfovibrio_vulgaris__DQ826729
5257,UZPE01.5400.1_2/21-362,SAMN00791974,,S96,Bilophila_wadsworthia__BilWads6
5258,UZPE01.24699.1_1/63-256,SAMN00791974,,,
5259,JAJCNP01.13.1_101/20-362,SAMN22167414,,S626,uncultured_bacterium__EF645667
5260,JAJCNP01.57.1_2/20-365,SAMN22167414,,,
5261,JAJCNP01.63.1_1/20-250,SAMN22167414,,S1239,uncultured_bacterium__EF645666
5262,OYER01.214.1_2/63-344,SAMN06165516,18706034,,
5263,OYER01.214.1_1/21-206,SAMN06165516,18706034,,
5264,OYER01.981.1_1/24-159,SAMN06165516,18706034,,
5265,WPOG01.12.1_55/8-336,SAMN13387021,,S1091,Gordonibacter_pamelaeae__GrdPame5
5266,WPOG01.12.1_56/4-307,SAMN13387021,,S1095,Gordonibacter_pamelaeae__GrdPame5
5267,ULQV01.37890.1_1/1-274,SAMEA4835665,,,
5268,OWRP01.40708.1_1/21-242,SAMEA4378324,,,
5269,UPPG01.9417.1_2/20-361,SAMEA2737786,,S957,Desulfovibrio_piger__DslPige3
5270,UPPG01.9417.1_3/4-419,SAMEA2737786,,S340,Desulfovibrio_piger__DslPige3
5271,UXRE01.32042.1_2/2-285,SAMEA2152521,,,
5272,UXRE01.32042.1_1/12-196,SAMEA2152521,,S1231,Desulfitibacter_alkalitolerans__DfiAlka2
5273,OVFR01.8201.1_2/20-361,SAMN06016376,,S737,Desulfovibrio_piger__DslPige3
5274,OVFR01.8201.1_1/4-418,SAMN06016376,,S1154,Desulfovibrio_piger__DslPige2
5275,UPQR01.56150.1_1/2-266,SAMEA2737754,,S1242,Gordonibacter_pamelaeae__GrdPame5
5276,UPQR01.90874.1_1/15-175,SAMEA2737754,,S1243,Gordonibacter_pamelaeae_7-10-1-b__FP929047
5277,ORBW01.5.1_179/20-361,SAMN04158616,,S1596,Desulfovibrio_sp._Dsv1__DsvSp233
5278,ORBW01.5.1_180/9-395,SAMN04158616,,S1589,Desulfovibrio_sp._Dsv1__DsvSp233
5279,ORBW01.45728.1_1/1-253,SAMN04158616,,S1198,Desulfitibacter_alkalitolerans__DfiAlka2
5280,ORBW01.120538.1_1/2-172,SAMN04158616,,,
5281,OPBB01.31901.1_1/1-287,SAMEA2042509,,,
5282,OPBB01.44572.1_1/7-219,SAMEA2042509,,,
5283,QWCB01.35446.1_3/3-235,SAMN09866719,,S480,Bilophila_wadsworthia__BilWads6
5284,QWCB01.66320.1_1/6-210,SAMN09866719,,,
5285,ORVN01.79488.1_1/1-173,SAMEA2338801,,,
5286,ORVN01.76147.1_1/1-182,SAMEA2338801,,S1126,Desulfitibacter_alkalitolerans__DfiAlka2
5287,UXSI01.27805.1_3/20-361,SAMEA2152064,,S1001,uncultured_bacterium__EF645667
5288,UXSI01.5203.1_10/20-362,SAMEA2152064,,S295,Desulfovibrio_piger__DslPige3
5289,UXSI01.10642.1_2/63-344,SAMEA2152064,,,
5290,UXSI01.16813.1_4/4-396,SAMEA2152064,,S697,Desulfovibrio_piger__DslPige3
5291,UEOR01.35233.1_2/21-237,SAMN06115431,,,
5292,UPFC01.581.1_36/20-361,SAMEA2737658,D264_M,S958,Desulfovibrio_piger__DslPige3
5293,UPFC01.581.1_37/4-418,SAMEA2737658,D264_M,,
5294,OOWN01.28005.1_1/2-282,SAMEA2042734,,,
5295,UYFO01.3366.1_5/21-362,SAMEA2146552,,S96,Bilophila_wadsworthia__BilWads6
5296,UYFO01.3366.1_4/63-344,SAMEA2146552,,,
5297,OWAC01.2223.1_5/63-344,SAMEA3708709,,,
5298,OUQT01.3364.1_2/6-419,SAMN05194707,,S340,Desulfovibrio_piger__DslPige3
5299,OUQT01.3364.1_1/20-327,SAMN05194707,,S1002,Desulfovibrio_piger__DslPige4
5300,OQQK01.20787.1_1/2-227,SAMN02712089,A,S481,Bilophila_wadsworthia__BilWads6
5301,OQQK01.94722.1_1/3-158,SAMN02712089,A,,
5302,UPMK01.40013.1_1/8-310,SAMEA2737816,,S1242,Gordonibacter_pamelaeae__GrdPame5
5303,OWQM01.14280.1_1/1-261,SAMEA4378275,,,
5304,UPCJ01.8351.1_1/2-216,SAMEA2737720,,,
5305,UPCJ01.8351.1_3/24-164,SAMEA2737720,,,
5306,OYVE01.4428.1_2/6-187,SAMN06165477,16863149,,
5307,UZPU01.1500.1_6/21-362,SAMN00792035,,S97,Bilophila_sp._4_1_30__BilSpec3
5308,UZPU01.130.1_61/18-361,SAMN00792035,,S872,uncultured_bacterium__EF645667
5309,UZPU01.1500.1_5/63-344,SAMN00792035,,,
5310,UZPU01.130.1_60/5-398,SAMN00792035,,S661,uncultured_bacterium__EF645667
5311,ULTO01.17006.1_1/6-191,SAMEA4835734,,,
5312,CABRIH01.16.1_2/20-359,SAMEA5851093,,S1716,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
5313,CABRIH01.151.1_3/3-379,SAMEA5851093,,S1253,uncultured_bacterium__EF645667
5314,ULMS01.2372.1_1/20-361,SAMEA4835557,,S295,Desulfovibrio_piger__DslPige3
5315,ULMS01.30176.1_12/21-364,SAMEA4835557,,S853,Bilophila_wadsworthia__BilWads6
5316,ULMS01.18167.1_1/5-203,SAMEA4835557,,,
5317,ULMS01.30176.1_13/2-241,SAMEA4835557,,,
5318,OYXY01.26329.1_1/15-297,SAMN06165026,40067975,S1568,Desulfitibacter_alkalitolerans__DfiAlka2
5319,JAHAJF01.41.1_12/12-350,SAMN17801562,,S1717,Desulfitibacter_alkalitolerans__DfiAlka2
5320,JAHAJF01.41.1_13/4-372,SAMN17801562,,S1677,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5321,OVYD01.864.1_16/21-362,SAMEA3708661,,S97,Bilophila_sp._4_1_30__BilSpec3
5322,OVYD01.864.1_15/63-344,SAMEA3708661,,,
5323,OVGR01.5425.1_2/20-361,SAMN06016345,,S296,Desulfovibrio_piger__DslPige3
5324,ORVG01.29352.1_1/20-360,SAMEA2338840,,S297,Desulfovibrio_piger__DslPige3
5325,ORVG01.21886.1_2/21-362,SAMEA2338840,,S96,Bilophila_wadsworthia__BilWads6
5326,ORVG01.45095.1_1/2-279,SAMEA2338840,,S1257,Gordonibacter_pamelaeae_7-10-1-b__FP929047
5327,ORVG01.23294.1_1/63-343,SAMEA2338840,,,
5328,ORVG01.45167.1_1/1-321,SAMEA2338840,,,
5329,ORVG01.28538.1_1/3-228,SAMEA2338840,,S1174,Gordonibacter_pamelaeae_7-10-1-b__FP929047
5330,CAJKZG01.98.1_11/9-355,SAMEA7848344,,S1259,Gordonibacter_pamelaeae__GrdPame5
5331,OZEW01.24316.1_1/20-217,SAMN06165063,40572400,,
5332,UZPF01.3305.1_3/21-362,SAMN00792029,,S96,Bilophila_wadsworthia__BilWads6
5333,UZPF01.3305.1_4/63-344,SAMN00792029,,,
5334,ORWE01.2084.1_6/21-362,SAMEA2338843,,S97,Bilophila_sp._4_1_30__BilSpec3
5335,ORWE01.2084.1_7/63-344,SAMEA2338843,,,
5336,UMHV01.17553.1_1/11-254,SAMEA4836108,,,
5337,UMHV01.37721.1_1/1-262,SAMEA4836108,,S885,uncultured_bacterium__EF645667
5338,UMHV01.44806.1_1/15-196,SAMEA4836108,,,
5339,OYKQ01.989.1_2/11-331,SAMN06165703,71492982,,
5340,UMJB01.31697.1_1/4-350,SAMEA4836139,,S1095,Gordonibacter_pamelaeae__GrdPame5
5341,UZOE01.3324.1_1/21-362,SAMN00792032,,S96,Bilophila_wadsworthia__BilWads6
5342,UZOE01.3324.1_2/63-344,SAMN00792032,,,
5343,ORTK01.12726.1_1/8-223,SAMEA2338808,,,
5344,WPOC01.2.1_159/8-336,SAMN13387025,,S1091,Gordonibacter_pamelaeae__GrdPame5
5345,WPOC01.2.1_158/4-307,SAMN13387025,,S1095,Gordonibacter_pamelaeae__GrdPame5
5346,OVZL01.1093.1_15/21-362,SAMEA3708638,,S97,Bilophila_sp._4_1_30__BilSpec3
5347,OVZL01.1093.1_16/63-344,SAMEA3708638,,,
5348,OWQV01.994.1_11/21-362,SAMEA4378245,,S96,Bilophila_wadsworthia__BilWads6
5349,OWQV01.994.1_10/63-344,SAMEA4378245,,,
5350,OYKM01.43.1_2/21-362,SAMN06165657,60148502,,
5351,OYKM01.43.1_1/44-324,SAMN06165657,60148502,,
5352,OYJB01.42.1_4/12-336,SAMN06165612,40262354,,
5353,OYJB01.42.1_5/5-372,SAMN06165612,40262354,,
5354,OWDG01.13822.1_2/63-344,SAMEA3708673,,,
5355,OWDG01.19561.1_3/2-264,SAMEA3708673,,,
5356,OYSW01.558.1_1/20-364,SAMN06165666,60338620,,
5357,OYSW01.3645.1_1/11-183,SAMN06165666,60338620,,
5358,OYVI01.1976.1_1/20-362,SAMN06165707,71705246,,
5359,OYVI01.5295.1_1/63-256,SAMN06165707,71705246,,
5360,OYVI01.4404.1_1/4-255,SAMN06165707,71705246,,
5361,OQNB01.12230.1_1/1-171,SAMD00036377,,,
5362,UERK01.36684.1_2/13-371,SAMN06115538,,S341,Desulfovibrio_piger__DslPige3
5363,UERK01.38218.1_1/1-262,SAMN06115538,,,
5364,OYKZ01.3659.1_1/2-194,SAMN06165443,14175675,,
5365,OYKZ01.2555.1_1/35-228,SAMN06165443,14175675,,
5366,OYKZ01.2937.1_1/3-134,SAMN06165443,14175675,S1674,Desulfovibrio_vulgaris__DQ826729
5367,OYTY01.891.1_1/56-336,SAMN06165559,19919818,S411,Bilophila_wadsworthia__BilWads6
5368,OYTY01.2007.1_2/20-337,SAMN06165559,19919818,S1086,Desulfovibrio_sp._6_1_46AFAA__DsvSp231
5369,OYTY01.4784.1_1/24-159,SAMN06165559,19919818,,
5370,ORBO01.26.1_74/12-350,SAMN04161035,,S1676,Desulfitibacter_alkalitolerans__DfiAlka2
5371,ORBO01.26.1_73/5-374,SAMN04161035,,S1677,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5372,OYTE01.2404.1_4/12-347,SAMN06165548,19517140,S894,Desulfitibacter_alkalitolerans__DfiAlka2
5373,OYTE01.2404.1_5/5-403,SAMN06165548,19517140,S1273,Anaerobic_bacterium_sk.prop8__Bv2Prop2
5374,OYTE01.3890.1_2/21-362,SAMN06165548,19517140,S97,Bilophila_sp._4_1_30__BilSpec3
5375,OYTE01.3890.1_1/63-344,SAMN06165548,19517140,,
5376,OVHG01.3062.1_1/180-449,SAMN02676188,,S1718,Moorella_thermoacetica_Y72_copy_2__MooTher5
5377,OPXC01.21268.1_2/6-418,SAMEA2043043,,S532,Desulfovibrio_piger__DslPige3
5378,OWFV01.52048.1_1/3-318,SAMEA3708595,,S1719,MSW_digester_clone__Unc01cxc
5379,OVTR01.22212.1_1/4-315,SAMN06016381,,,
5380,OVTR01.17800.1_1/2-264,SAMN06016381,,,
